ID,Origin,Destination,Type,Capacity,,Flow,,,,SUE,DUE,SUE_Rounded,,ARC-DUE,SUE-DUE,,(ARC-DUE)/DUE
1704,680,488,1,2500,2.97,2232,3.25,0,,1771.9,2570.65000000007,1766.21,,-338.65000000007,465.79,,-0.131737109291448
1705,680,611,1,4500,4.34,3305,4.53,0,,2670.95,4159.73288345105,2660.15,,-854.73288345105,644.85,,-0.205477829322044
1706,680,679,1,3500,3.4,3698,4.04,0,,5271.14,3608.28317127481,5253.17,,89.7168287251902,-1555.17,,0.0248641319061146
1707,681,135,3,49500,0,7177,0,0,,7191.49,7191.48999999991,7177,,-14.4899999999097,0,,-0.00201488147795657
1708,681,487,1,3000,1.36,4088,2.06,0,,1614.58,2804.87,1606.32,,1283.13,2481.68,,0.457465051856236
1709,681,623,1,4000,4.31,5165,6.11,0,,12268.79,5011.26150445386,12201.96,,153.73849554614,-7036.96,,0.030678601667365
1710,681,679,1,4000,4.69,4561,5.88,0,,7960.14,4526.03896331865,7927.41,,34.9610366813504,-3366.41,,0.00772442238449395
1711,681,691,1,12000,4,3934,4.01,0,,5800.02,5259.09000000002,5758.46,,-1325.09000000002,-1824.46,,-0.251961841307149
1712,682,136,3,49500,0,8319,0,0,,8331.82,8331.82000000007,8319,,-12.8200000000707,0,,-0.0015386794241919
1713,682,406,1,3000,2.45,2113,2.54,0,,2165.03,2140.79999999995,2148.2,,-27.7999999999502,-35.1999999999998,,-0.0129857997010234
1714,682,487,1,3000,3.04,3835,4.26,0,,3572.35,3786.47546231506,3552.76,,48.5245376849398,282.24,,0.0128152257073579
1715,682,488,1,2500,2.77,2358,3.1,0,,1715.62,2271.31750221618,1707.87,,86.6824977838201,650.13,,0.0381639720995598
1716,682,692,1,8000,4,1909,4,0,,3351.21,2234.91000000001,3337.23,,-325.91000000001,-1428.23,,-0.145826901306992
1717,683,137,3,49500,0,1866,0,0,,1883.79,1883.78999999999,1866,,-17.78999999999,0,,-0.00944372780404931
1718,683,673,1,3000,4.27,1833,4.36,0,,1323.98,1867.62000000012,1300.04,,-34.6200000001199,532.96,,-0.0185369614804498
1719,683,684,1,2500,4.5,909,4.51,0,,1592.64,913.589999999938,1567.74,,-4.58999999993796,-658.74,,-0.00502413555307991
1720,683,685,1,4000,3.73,2933,3.89,0,,1946.37,3400.00873786709,1914.8,,-467.00873786709,1018.2,,-0.137355158139992
1721,683,688,1,3500,4.19,2830,4.46,0,,3461.04,3091.92669413419,3428.12,,-261.92669413419,-598.12,,-0.0847130996446652
1722,684,138,3,49500,0,1316,0,0,,1328.56,1328.55999999995,1316,,-12.5599999999499,0,,-0.0094538447642187
1723,684,674,1,1500,4.29,830,4.35,0,,797.12,907.620000000002,789.04,,-77.6200000000021,40.96,,-0.0855203719618363
1724,684,683,1,2500,4.5,1575,4.61,0,,2322.91,1738.99669432992,2296.58,,-163.99669432992,-721.58,,-0.0943053513929261
1725,684,728,1,3500,3.91,1249,3.92,0,,1329.55,1311.77999999994,1309.95,,-62.7799999999399,-60.95,,-0.0478586348320167
1726,685,139,3,49500,0,1234,0,0,,1252.13,1252.12999999999,1234,,-18.1299999999901,0,,-0.0144793272263984
1727,685,411,1,6000,3.04,2777,3.06,0,,1654.4,2808.72902842091,1639.08,,-31.7290284209098,1137.92,,-0.0112965786659556
1728,685,683,1,4000,3.73,3131,3.94,0,,1736.9,3372.22799866006,1707.41,,-241.22799866006,1423.59,,-0.0715337156194394
1729,685,686,1,1500,3.5,1183,3.7,0,,1322.42,1190.54,1300,,-7.53999999999996,-117,,-0.00633326053723517
1730,685,690,1,4000,3.82,1507,3.83,0,,2286.23,2288.79762545728,2241.11,,-781.79762545728,-734.11,,-0.341575688807823
1731,686,140,3,49500,0,1401,0,0,,1420.05,1420.05000000001,1401,,-19.05000000001,0,,-0.0134150205978732
1732,686,685,1,1500,3.5,1325,3.82,0,,1675.83,1235.24591467107,1637.83,,89.7540853289299,-312.83,,0.0726609044101395
1733,686,730,1,1000,3.91,699,4.05,0,,941.82,695.17000000002,925.38,,3.82999999998003,-226.38,,0.00550944373315868
1734,687,141,3,49500,0,4258,0,0,,4271.85,4271.84999999999,4258,,-13.8499999999904,0,,-0.00324215503821304
1735,687,407,1,6500,1.71,8496,2.46,0,,5822.23,8483.68047410317,5796.26,,12.3195258968299,2699.74,,0.00145214402339124
1736,687,677,1,8000,4.37,1128,4.37,0,,4759.13,1154.19999999998,4670.86,,-26.19999999998,-3542.86,,-0.0226997054236532
1737,687,688,1,6500,4.42,2809,4.44,0,,3095.89,3098.88258265193,3056.94,,-289.88258265193,-247.94,,-0.0935442292246702
1738,687,689,1,7000,5.02,823,5.02,0,,4791.42,923.638517219253,4699.53,,-100.638517219253,-3876.53,,-0.108958770496319
1739,688,142,3,49500,0,6318,0,0,,6332.38,6332.38000000004,6318,,-14.3800000000401,0,,-0.00227086814121074
1740,688,678,1,7500,4.18,2076,4.18,0,,2819.91,2393.02000000001,2784.21,,-317.02000000001,-708.21,,-0.132476953807327
1741,688,683,1,3500,4.19,1147,4.2,0,,1948.79,1330.23528551225,1913.11,,-183.23528551225,-766.11,,-0.13774652312105
1742,688,687,1,6500,4.42,4916,4.64,0,,4565.52,5254.45408513316,4526.28,,-338.45408513316,389.72,,-0.0644127971525672
1743,688,690,1,5000,5.32,1307,5.32,0,,2488.9,1068.72000000003,2444.71,,238.27999999997,-1137.71,,0.222958305262336
1744,689,143,3,49500,0,3535,0,0,,3553.45,3553.45000000002,3535,,-18.4500000000198,0,,-0.00519213721876478
1745,689,408,1,2000,2.19,2724,3.32,0,,5017.87,2763.00526633203,4994.16,,-39.0052663320298,-2270.16,,-0.0141169714033193
1746,689,687,1,7000,5.02,1430,5.02,0,,5426.78,1748.96673500795,5312.91,,-318.96673500795,-3882.91,,-0.182374386329595
1747,689,690,1,3500,4,1715,4.03,0,,2093.24,1463.07302244937,2033.32,,251.92697755063,-318.32,,0.172190296509515
1748,689,699,1,1500,4.83,1205,5.13,0,,6181.29,1478.86264479273,6053.81,,-273.86264479273,-4848.81,,-0.185184638855432
1749,690,144,3,49500,0,1774,0,0,,1795.19,1795.18999999998,1774,,-21.18999999998,0,,-0.0118037645040248
1750,690,410,1,2000,2.9,2160,3.49,0,,1555.88,2161.94149654381,1538.17,,-1.94149654380999,621.83,,-0.000898033802909915
1751,690,685,1,4000,3.82,864,3.82,0,,1541.88,803.55000000001,1505.67,,60.44999999999,-641.67,,0.0752286727645937
1752,690,688,1,5000,5.32,1795,5.33,0,,2963.35,1630.33270286034,2926.89,,164.66729713966,-1131.89,,0.101002265887668
1753,690,689,1,3500,4,2812,4.25,0,,3581.95,3116.07923116652,3520.03,,-304.07923116652,-708.03,,-0.097583921527145
1754,691,145,3,49500,0,6316,0,0,,6322.93,6322.92999999998,6316,,-6.92999999998028,0,,-0.00109601086837594
1755,691,481,1,6500,2.42,6631,2.81,0,,2271.95,6952.13015712777,2264.14,,-321.13015712777,4366.86,,-0.0461916203911296
1756,691,486,1,6500,2.4,4626,2.49,0,,3123.02,4853.43419289802,3122.36,,-227.43419289802,1503.64,,-0.0468604670134031
1757,691,681,1,12000,4,6282,4.05,0,,9596.92,7475.50535971958,9551.91,,-1193.50535971958,-3269.91,,-0.159655475086751
1758,691,692,1,8000,4.22,3519,4.24,0,,5899.99,3926.10247200499,5859.79,,-407.10247200499,-2340.79,,-0.103691249759228
1759,692,146,3,49500,0,5239,0,0,,5256.9,5256.90000000009,5239,,-17.9000000000897,0,,-0.00340504860280572
1760,692,407,1,6500,2.47,2754,2.48,0,,3184.15,2979.47000000004,3154.47,,-225.47000000004,-400.47,,-0.0756745327189187
1761,692,682,1,8000,4,2486,4.01,0,,3936.88,3423.82879501445,3920.29,,-937.82879501445,-1434.29,,-0.273912292688248
1762,692,691,1,8000,4.22,7701,4.76,0,,9641.08,7495.35755526082,9600.43,,205.64244473918,-1899.43,,0.0274359752984492
1763,692,694,1,5500,5.17,2406,5.2,0,,8036.04,2825.12115684209,8005.45,,-419.12115684209,-5599.45,,-0.148355108886934
1764,693,147,3,49500,0,14117,0,0,,14124.52,14124.52,14117,,-7.52000000000044,0,,-0.000532407472961944
1765,693,479,1,3000,1.88,2825,2.1,0,,3286.74,2458.65999999996,3274.31,,366.34000000004,-449.31,,0.14899986171331
1766,693,483,1,6500,0.5,5311,0.53,0,,4387.47,6237.56736640285,4373.14,,-926.56736640285,937.86,,-0.148546270040077
1767,693,694,1,4500,4.28,2744,4.37,0,,4904.25,2228.31,4881.05,,515.69,-2137.05,,0.231426507083844
1768,693,703,1,2000,5.13,1370,5.3,0,,3815.67,1172.90192908221,3787.76,,197.09807091779,-2417.76,,0.168043095531455
1769,694,148,3,49500,0,12193,0,0,,12195.82,12195.82,12193,,-2.81999999999971,0,,-0.000231226764579972
1770,694,408,1,2000,2.11,2244,2.61,0,,1908.03,1848.63052329244,1894.65,,395.36947670756,349.35,,0.213871550710631
1771,694,539,1,5000,0.62,2908,0.63,0,,2688.59,2048.29999999998,2667.74,,859.70000000002,240.26,,0.419713909095361
1772,694,692,1,5500,5.17,1335,5.17,0,,7698.93,1900.97823544629,7658.21,,-565.97823544629,-6323.21,,-0.297729992323356
1773,694,693,1,4500,4.28,4352,4.84,0,,6003.8,4354.76102899618,5975.07,,-2.76102899618036,-1623.07,,-0.000634025375398568
1774,695,149,3,49500,0,5237,0,0,,5243.01,5243.00999999995,5237,,-6.0099999999502,0,,-0.00114628810548716
1775,695,411,1,6000,1.04,4956,1.11,0,,1893.48,4773.00200272102,1870.94,,182.99799727898,3085.06,,0.0383402305665607
1776,695,696,1,8500,3.99,957,3.99,0,,2235.63,1096.87,2214.38,,-139.87,-1257.38,,-0.127517390392663
1777,695,697,1,4500,4.63,1032,4.63,0,,1157.3,1141.72395038879,1135.38,,-109.72395038879,-103.38,,-0.0961037476278095
1778,695,700,1,10500,5.5,1870,5.5,0,,4570.33,1513.04000000008,4535.91,,356.95999999992,-2665.91,,0.235922381430697
1779,696,150,3,49500,0,1280,0,0,,1294.27,1294.26999999997,1280,,-14.26999999997,0,,-0.0110255201773744
1780,696,695,1,8500,3.99,2140,3.99,0,,3573.76,2457.45103497016,3552.94,,-317.45103497016,-1412.94,,-0.129178986865964
1781,696,698,1,5000,4.31,1288,4.31,0,,827.04,1525.74999999997,818.21,,-237.74999999997,469.79,,-0.155825004096329
1782,696,734,1,1500,4.2,782,4.25,0,,1951.46,734.78799727909,1942.37,,47.2120027209101,-1160.37,,0.0642525502535908
1783,697,151,3,49500,0,1744,0,0,,1757.37,1757.36999999998,1744,,-13.3699999999801,0,,-0.00760795962146859
1784,697,695,1,4500,4.63,2257,4.67,0,,2260.99,2572.40200272104,2238.77,,-315.40200272104,18.23,,-0.122609919595543
1785,697,698,1,4000,3.95,1899,3.98,0,,2008.48,1893.55799727912,1983.92,,5.44200272088006,-84.9200000000001,,0.00287395618655449
1786,697,702,1,5500,3.97,2413,3.99,0,,2224,2346.40446639156,2198.45,,66.5955336084398,214.55,,0.02838194972875
1787,697,809,1,2500,3.95,998,3.97,0,,451.01,1142.95000000012,432.39,,-144.95000000012,565.61,,-0.126820945798246
1788,698,152,3,49500,0,2673,0,0,,2694.53,2694.52999999997,2673,,-21.5299999999702,0,,-0.00799026175250245
1789,698,696,1,5000,4.31,1699,4.32,0,,1224.84,1998.29799727904,1213.97,,-299.29799727904,485.03,,-0.149776458609565
1790,698,697,1,4000,3.95,2185,4,0,,2512,2296.94999999998,2490.84,,-111.94999999998,-305.84,,-0.0487385445917329
1791,698,736,1,4500,4.32,1493,4.33,0,,1835.88,1655.90000000004,1821.52,,-162.90000000004,-328.52,,-0.0983755057672783
1792,698,810,1,2000,4.67,161,4.67,0,,351.39,134.61999999998,341.58,,26.38000000002,-180.58,,0.195958995691754
1793,699,153,3,49500,0,5508,0,0,,5519.35,5519.34999999994,5508,,-11.3499999999403,0,,-0.00205640156901455
1794,699,538,1,8000,0.45,8173,0.52,0,,8237.43,8269.19495291988,8156.01,,-96.1949529198791,16.9899999999998,,-0.01163292841293
1795,699,689,1,1500,4.83,1523,5.6,0,,7973.4,1526.85992019633,7801.03,,-3.85992019632999,-6278.03,,-0.00252801199721954
1796,699,700,1,5000,4.09,3110,4.18,0,,4157.49,3304.66707851138,4138.78,,-194.66707851138,-1028.78,,-0.0589067140158245
1797,699,701,1,5000,3.66,1688,3.67,0,,1737.26,1744.02604961137,1705.23,,-56.0260496113699,-17.23,,-0.0321245486120201
1798,700,154,3,49500,0,7357,0,0,,7374.85,7374.84999999995,7357,,-17.8499999999503,0,,-0.00242038821127894
1799,700,410,1,2000,1.09,3536,2.69,0,,3838.65,3313.67484797542,3805.32,,222.32515202458,-269.32,,0.0670932309971256
1800,700,695,1,10500,5.5,628,5.5,0,,3258.86,935.479999999981,3235.15,,-307.479999999981,-2607.15,,-0.328686877324996
1801,700,699,1,5000,4.09,3417,4.22,0,,5077.1,3126.75405161316,5054.47,,290.24594838684,-1637.47,,0.0928266002364644
1802,700,702,1,4500,5.1,606,5.1,0,,1406.52,568.5,1381.18,,37.5,-775.18,,0.0659630606860158
1803,701,155,3,49500,0,2356,0,0,,2368.18,2368.18000000002,2356,,-12.1800000000198,0,,-0.00514319012913704
1804,701,474,1,3500,1.73,2248,1.77,0,,1856.03,2029.75999999996,1842.78,,218.24000000004,405.22,,0.10752010089865
1805,701,699,1,5000,3.66,4920,4.17,0,,5168.37,5336.82431855826,5136.28,,-416.82431855826,-216.28,,-0.0781034363654797
1806,701,702,1,2500,3.44,2128,3.71,0,,1737.75,1996.72568795658,1718.26,,131.27431204342,409.74,,0.0657447905013754
1807,701,813,1,2000,4.43,677,4.44,0,,1119.35,486.442714794437,1093.85,,190.557285205563,-416.85,,0.391736332789133
1808,702,156,3,49500,0,2388,0,0,,2397.03,2397.02999999999,2388,,-9.0299999999902,0,,-0.00376716186280115
1809,702,697,1,5500,3.97,2157,3.98,0,,2084.36,2322.17999999998,2061.55,,-165.17999999998,95.4499999999998,,-0.0711314368395134
1810,702,700,1,4500,5.1,2283,5.15,0,,4361.49,2148.50540253326,4332.46,,134.49459746674,-2049.46,,0.0625991432500751
1811,702,701,1,2500,3.44,3352,5.11,0,,2501.06,3109.70395038864,2484.06,,242.29604961136,867.94,,0.077916114677437
1812,702,814,1,3500,4.55,473,4.55,0,,997.76,613.197285205627,973.06,,-140.197285205627,-500.06,,-0.228633245104166
1813,703,157,3,49500,0,6168,0,0,,6184.31,6184.30999999997,6168,,-16.3099999999704,0,,-0.00263731928056169
1814,703,478,1,5500,2.69,4977,2.96,0,,3259.57,4862.03284936254,3255.4,,114.96715063746,1721.6,,0.0236459016628267
1815,703,693,1,2000,5.13,2669,7.57,0,,8741.92,2467.32454368554,8726,,201.67545631446,-6057,,0.0817385199002679
1816,703,704,1,7500,4.29,2387,4.3,0,,3578.55,2840.50136319289,3544.61,,-453.50136319289,-1157.61,,-0.159655393610911
1817,703,705,1,3500,4.18,1557,4.2,0,,3802.49,1464.65000000002,3755.69,,92.3499999999799,-2198.69,,0.0630526064247285
1818,704,158,3,49500,0,5009,0,0,,5014.39,5014.38999999999,5009,,-5.38999999999032,0,,-0.00107490641932325
1819,704,538,1,8000,4.18,2189,4.18,0,,5029.58,2604.56947670757,4973.51,,-415.56947670757,-2784.51,,-0.159553999393746
1820,704,539,1,5000,4.88,4517,5.37,0,,3749.9,4860.70052329243,3741.29,,-343.70052329243,775.71,,-0.0707100800893659
1821,704,703,1,7500,4.29,3283,4.31,0,,6217.52,4317.62845121167,6194.77,,-1034.62845121167,-2911.77,,-0.239628875643831
1822,704,706,1,8500,4.55,718,4.55,0,,1983.5,746.179999999963,1952.95,,-28.179999999963,-1234.95,,-0.037765686563516
1823,705,159,3,49500,0,5056,0,0,,5064.4,5064.40000000001,5056,,-8.40000000000964,0,,-0.00165863675855178
1824,705,476,1,3500,2.02,692,2.02,0,,563.7,676.980000000017,559.44,,15.019999999983,132.56,,0.0221867706578963
1825,705,635,1,5500,4.23,3970,4.4,0,,7040.29,4001.30999999999,6960.58,,-31.3099999999899,-2990.58,,-0.00782493733302094
1826,705,703,1,3500,4.18,3162,4.6,0,,7171.55,2815.89030502926,7128.32,,346.10969497074,-3966.32,,0.122913060339239
1827,705,706,1,5000,4.14,2354,4.17,0,,2622.28,2555.36808011917,2566.32,,-201.36808011917,-212.32,,-0.0788019861740541
1828,706,160,3,49500,0,3004,0,0,,3016.66,3016.65999999999,3004,,-12.6599999999899,0,,-0.00419669435733225
1829,706,474,1,3500,2.45,3980,3.06,0,,1996.22,3697.9821768069,1954.41,,282.0178231931,2025.59,,0.076262623698369
1830,706,475,1,3500,3.08,1008,3.08,0,,696.35,750.320540568856,687.8,,257.679459431144,320.2,,0.343425836690788
1831,706,704,1,8500,4.55,2403,4.55,0,,3723.9,2627.62997387916,3695.37,,-224.62997387916,-1292.37,,-0.0854876737258175
1832,706,705,1,5000,4.14,3901,4.37,0,,4475.05,3680.68999999998,4431.49,,220.31000000002,-530.49,,0.0598556248964246
1833,707,161,3,49500,0,2171,0,0,,2185.88,2185.88000000004,2171,,-14.8800000000401,0,,-0.00680732702620448
1834,707,473,1,1000,4.39,401,4.41,0,,1057.19,530.266225944185,1004.13,,-129.266225944185,-603.13,,-0.24377608759452
1835,707,475,1,3500,1.74,1474,1.75,0,,914.23,1282.46217680675,910.1,,191.53782319325,563.9,,0.149351635203907
1836,707,476,1,3500,2.79,1834,2.82,0,,1595.73,1997.87999999999,1581.7,,-163.87999999999,252.3,,-0.0820269485654749
1837,707,638,1,2500,4.12,753,4.13,0,,1317,827.220000000255,1273.98,,-74.220000000255,-520.98,,-0.0897222020746986
1838,708,162,3,49500,0,460,0,0,,470.53,470.530000000013,460,,-10.530000000013,0,,-0.0223790194036782
1839,708,388,1,2000,2.9,149,2.9,0,,493.57,147.559999999997,493.48,,1.44000000000301,-344.48,,0.00975874220658064
1840,708,709,1,3000,6.96,407,6.96,0,,1128.04,415.279999999977,1060.43,,-8.27999999997701,-653.43,,-0.0199383548448696
1841,708,714,1,4000,6.99,103,6.99,0,,92.27,98.350000000013,84.8,,4.649999999987,18.2,,0.0472801220130797
1842,708,913,1,3000,20.04,191,20.04,0,,996.91,177.60000000002,957.82,,13.39999999998,-766.82,,0.0754504504503293
1843,709,163,3,49500,0,258,0,0,,263.06,263.060000000012,258,,-5.060000000012,0,,-0.0192351554778825
1844,709,391,1,3000,0.53,1575,0.54,0,,1059.59,1526.46000000029,1022.07,,48.5399999997101,552.93,,0.0317990645019855
1845,709,708,1,3000,6.96,236,6.96,0,,733.43,240.760000000031,681.92,,-4.760000000031,-445.92,,-0.0197707260343512
1846,709,711,1,1000,5.49,217,5.49,0,,64.82,248.240000000019,61.68,,-31.240000000019,155.32,,-0.125845955526976
1847,709,713,1,2500,5.92,149,5.92,0,,3071.64,360.309999999975,2975.51,,-211.309999999975,-2826.51,,-0.5864672087924
1848,709,803,1,2500,7.69,322,7.69,0,,758.46,334.980000000046,725.74,,-12.980000000046,-403.74,,-0.0387485820050278
1849,710,164,3,49500,0,1447,0,0,,1458.17,1458.17000000004,1447,,-11.1700000000401,0,,-0.00766028652354649
1850,710,584,1,1000,5.72,1559,10.79,0,,1633.43,1457.27110616939,1615.54,,101.72889383061,-56.54,,0.0698078026799122
1851,710,712,1,3000,5.11,2411,5.43,0,,1298.29,2355.69412269239,1297.17,,55.30587730761,1113.83,,0.0234775290963495
1852,710,806,1,2500,3.52,1459,3.58,0,,629.98,1533.79298379288,626.61,,-74.79298379288,832.39,,-0.0487634150000649
1853,711,165,3,49500,0,240,0,0,,244.89,244.890000000021,240,,-4.89000000002099,0,,-0.0199681489649254
1854,711,709,1,1000,5.49,271,5.49,0,,102.67,315.850000000114,100.88,,-44.850000000114,170.12,,-0.141997783758423
1855,711,713,1,1000,4.09,1456,6.85,0,,775.01,1425.80203630624,771.91,,30.1979636937599,684.09,,0.0211796328836732
1856,711,807,1,2500,3.19,955,3.2,0,,369.89,1019.63016168031,366.8,,-64.63016168031,588.2,,-0.063385886480449
1857,712,166,3,49500,0,3507,0,0,,3517.32,3517.32,3507,,-10.3200000000002,0,,-0.00293405206236571
1858,712,393,1,3500,2.62,2770,2.77,0,,832.66,2621.57412269244,827.02,,148.42587730756,1942.98,,0.0566170820892608
1859,712,584,1,2000,7.48,934,7.53,0,,3679.61,1026.42377729638,3581.52,,-92.42377729638,-2647.52,,-0.0900444624732155
1860,712,710,1,3000,5.11,752,5.11,0,,493.51,815.809838319815,491.96,,-63.809838319815,260.04,,-0.0782165589608888
1861,712,713,1,1000,4.28,432,4.3,0,,2281.13,443.899999999994,2218.7,,-11.899999999994,-1786.7,,-0.0268078396035012
1862,713,167,3,49500,0,1199,0,0,,1205.57,1205.57000000009,1199,,-6.57000000008998,0,,-0.00544970428933159
1863,713,392,1,1000,1.05,1501,1.85,0,,63.71,1269.90392853572,62.68,,231.09607146428,1438.32,,0.181979176748235
1864,713,709,1,2500,5.92,12,5.92,0,,1448.77,49.4699999999866,1392.6,,-37.4699999999866,-1380.6,,-0.757428744693688
1865,713,711,1,1000,4.09,691,4.23,0,,323.57,721.940161680329,320.53,,-30.940161680329,370.47,,-0.0428569614527542
1866,713,712,1,1000,4.28,816,4.56,0,,3551.52,849.848578032433,3454.25,,-33.848578032433,-2638.25,,-0.0398289517772674
1867,713,716,1,2000,6.77,83,6.77,0,,2415.38,450.228107770519,2398.67,,-367.228107770519,-2315.67,,-0.815649004210317
1868,714,168,3,49500,0,154,0,0,,166.32,166.320000000036,154,,-12.320000000036,0,,-0.0740740740742745
1869,714,708,1,4000,6.99,56,6.99,0,,86.25,52.8800000000046,78.88,,3.1199999999954,-22.88,,0.059001512859212
1870,714,715,1,4500,6.66,329,6.66,0,,386.52,336.779999999977,367.89,,-7.77999999997701,-38.89,,-0.0231011342715646
1871,714,720,1,3500,6.95,63,6.95,0,,44.55,58.5600000000195,42.28,,4.4399999999805,20.72,,0.0758196721307893
1872,714,913,1,3500,13.61,149,13.61,0,,257.96,149.25999999998,244.45,,-0.25999999998001,-95.45,,-0.00174192683893907
1873,715,169,3,49500,0,214,0,0,,224.32,224.32000000005,214,,-10.32000000005,0,,-0.0460057061343067
1874,715,391,1,3000,6.36,265,6.36,0,,482.01,272.380000000055,451.85,,-7.38000000005502,-186.85,,-0.0270945003306173
1875,715,714,1,4500,6.66,133,6.66,0,,215.89,144.819999999999,203.39,,-11.819999999999,-70.39,,-0.0816185609722351
1876,715,717,1,2500,5.36,621,5.36,0,,601.85,641.569999999897,590.99,,-20.5699999998971,30.01,,-0.0320619729723964
1877,715,719,1,1500,5.28,153,5.28,0,,416.53,144.60000000002,399.35,,8.39999999998,-246.35,,0.0580912863069076
1878,715,721,1,2500,6.62,646,6.62,0,,901.23,762.900000000219,872.4,,-116.900000000219,-226.4,,-0.153231091886467
1879,716,170,3,49500,0,5196,0,0,,5208.63,5208.62999999992,5196,,-12.6299999999201,0,,-0.00242482188213029
1880,716,393,1,3500,1.87,3602,2.18,0,,1027.43,3758.77743818685,1022.99,,-156.77743818685,2579.01,,-0.0417096890584923
1881,716,601,1,3000,5.17,903,5.18,0,,2545.88,973.496352787951,2523.77,,-70.496352787951,-1620.77,,-0.0724156311280055
1882,716,713,1,2000,6.77,31,6.77,0,,1641.63,0,1633.32,,31,-1602.32,,#DIV/0!
1883,716,717,1,4000,4.09,487,4.09,0,,615.43,476.879999999997,606.91,,10.120000000003,-119.91,,0.0212212715987315
1884,716,718,1,7000,4.45,2169,4.46,0,,2505.62,2171.89364721194,2491.7,,-2.89364721193988,-322.7,,-0.00133231533489425
1885,717,171,3,49500,0,756,0,0,,762.83,762.83000000003,756,,-6.83000000003005,0,,-0.00895350209093741
1886,717,392,1,1000,2.98,949,3.34,0,,168.27,697.662561813172,166.51,,251.337438186828,782.49,,0.360256450530499
1887,717,715,1,2500,5.36,212,5.36,0,,347.01,223.850000000034,343.42,,-11.850000000034,-131.42,,-0.0529372347555604
1888,717,716,1,4000,4.09,807,4.09,0,,1167.06,1087.80743818671,1153.73,,-280.80743818671,-346.73,,-0.258140759411237
1889,717,719,1,1500,3.9,833,3.96,0,,247.38,796.940000000075,245.65,,36.059999999925,587.35,,0.0452480738825026
1890,718,172,3,49500,0,2912,0,0,,2923.35,2923.34999999999,2912,,-11.3499999999899,0,,-0.00388253202660986
1891,718,603,1,1000,3.99,1235,5.38,0,,1759.21,1069.83539841103,1747.13,,165.16460158897,-512.13,,0.154383190006874
1892,718,716,1,7000,4.45,2020,4.45,0,,2132.99,1966.27000000003,2125.07,,53.72999999997,-105.07,,0.0273258504681296
1893,718,719,1,1000,3.73,539,3.78,0,,447.91,507.717554522685,434.9,,31.282445477315,104.1,,0.0616138740893531
1894,718,722,1,2500,3.79,1878,3.97,0,,1751.31,1986.97296218172,1735.89,,-108.97296218172,142.11,,-0.0548437066109176
1895,719,173,3,49500,0,409,0,0,,422.23,422.230000000039,409,,-13.230000000039,0,,-0.0313336333278966
1896,719,715,1,1500,5.28,50,5.28,0,,202.88,45.8500000000276,194.82,,4.1499999999724,-144.82,,0.0905125408935639
1897,719,717,1,1500,3.9,684,3.93,0,,231.88,693.250000000036,230.48,,-9.25000000003604,453.52,,-0.0133429498738342
1898,719,718,1,1000,3.73,798,3.96,0,,815.77,787.459314969804,804.78,,10.540685030196,-6.77999999999997,,0.0133856884156614
1899,719,723,1,2000,3.95,849,3.97,0,,342.61,897.128239552926,342.74,,-48.128239552926,506.26,,-0.0536470009871834
1900,720,174,3,49500,0,197,0,0,,204.97,204.970000000015,197,,-7.97000000001501,0,,-0.0388837390838387
1901,720,714,1,3500,6.95,32,6.95,0,,33.95,31.9200000000055,31.22,,0.0799999999944987,0.780000000000001,,0.00250626566398762
1902,720,721,1,4000,6.58,571,6.58,0,,621.09,606.979999999966,596.45,,-35.979999999966,-25.45,,-0.0592770766746319
1903,720,726,1,3000,7.07,114,7.07,0,,41.57,136.050000000112,38.15,,-22.050000000112,75.85,,-0.162072767365629
1904,720,913,1,3000,9.25,264,9.25,0,,330.96,259.749999999992,322.02,,4.25000000000802,-58.02,,0.0163618864292903
1905,721,175,3,49500,0,507,0,0,,522.82,522.819999999992,507,,-15.819999999992,0,,-0.0302589801461157
1906,721,715,1,2500,6.62,482,6.62,0,,672.88,513.420000000027,641.66,,-31.420000000027,-159.66,,-0.0611974601691118
1907,721,720,1,4000,6.58,225,6.58,0,,246.66,248.460000000035,234.51,,-23.460000000035,-9.50999999999999,,-0.0944216372858073
1908,721,723,1,1000,5.41,374,5.43,0,,364.55,378.809999999997,340.6,,-4.80999999999699,33.4,,-0.0126976584567383
1909,721,725,1,2500,5.5,1024,5.52,0,,1327.29,1042.76999999996,1311.97,,-18.76999999996,-287.97,,-0.0180001342577564
1910,721,727,1,3000,7.03,544,7.03,0,,768.05,633.930000000182,742.52,,-89.930000000182,-198.52,,-0.14186108876399
1911,722,176,3,49500,0,470,0,0,,484.1,484.10000000002,470,,-14.10000000002,0,,-0.0291262135922731
1912,722,672,1,1000,3.58,1388,5.57,0,,901.93,1225.18301726975,879.64,,162.81698273025,508.36,,0.13289196833064
1913,722,718,1,2500,3.79,1598,3.88,0,,1363.77,1551.33539841109,1352.9,,46.66460158891,245.1,,0.0300802789884798
1914,722,723,1,2000,4.28,137,4.28,0,,307.4,204.612445477359,297.08,,-67.612445477359,-160.08,,-0.330441510141867
1915,722,724,1,1000,4,1439,6.57,0,,1745.87,1230.67454650097,1736.31,,208.32545349903,-297.31,,0.169277453646325
1916,723,177,3,49500,0,210,0,0,,218.14,218.140000000035,210,,-8.140000000035,0,,-0.0373154854682025
