ID,Origin,Destination,Type,Capacity,,Flow,,,,SUE,DUE,SUE_Rounded,,ARC-DUE,SUE-DUE,,(ARC-DUE)/DUE
1450,631,489,1,3500,4.23,2982,4.56,0,,2798.73,2687.25812621197,2788.23,,=G1451-L1451,=G1451-M1451,,=O1451/L1451
1451,631,490,1,5000,3.8,4076,4.05,0,,4955.73,3864.33851744201,4884.46,,=G1452-L1452,=G1452-M1452,,=O1452/L1452
1452,631,559,1,5000,6.1,3898,6.44,0,,18762.83,4475.27148255795,18630.48,,=G1453-L1453,=G1453-M1453,,=O1453/L1453
1453,631,566,1,2000,7.28,1284,7.47,0,,3328.42,1640.86812081347,3314.24,,=G1454-L1454,=G1454-M1454,,=O1454/L1454
1454,631,571,1,2000,6.73,2057,7.86,0,,15152.83,1900.01783074798,14982.42,,=G1455-L1455,=G1455-M1455,,=O1455/L1455
1455,631,628,1,6500,6.55,2004,6.56,0,,5769.61,1745.80713979352,5760.99,,=G1456-L1456,=G1456-M1456,,=O1456/L1456
1456,631,636,1,6500,4.37,2779,4.39,0,,1211.13,2548.47471105799,1202.83,,=G1457-L1457,=G1457-M1457,,=O1457/L1457
1457,632,86,3,49500,0,5527,0,0,,5541.66,5541.66000000001,5527,,=G1458-L1458,=G1458-M1458,,=O1458/L1458
1458,632,502,1,1500,1.67,1852,2.25,0,,478.79,1862.74514682005,474.77,,=G1459-L1459,=G1459-M1459,,=O1459/L1459
1459,632,571,1,2500,7.76,863,7.78,0,,4224.68,2134.46361702212,4212.54,,=G1460-L1460,=G1460-M1460,,=O1460/L1460
1460,632,628,1,5000,4.99,3872,5.26,0,,3597.83,4094.03910323819,3594.09,,=G1461-L1461,=G1461-M1461,,=O1461/L1461
1461,632,633,1,8000,4.53,2861,4.54,0,,3819.58,2973.18286167141,3805.71,,=G1462-L1462,=G1462-M1462,,=O1462/L1462
1462,632,636,1,2500,4.17,3104,5.66,0,,873.72,2802.82584403921,870.35,,=G1463-L1463,=G1463-M1463,,=O1463/L1463
1463,633,87,3,49500,0,5823,0,0,,5830.61,5830.60999999997,5823,,=G1464-L1464,=G1464-M1464,,=O1464/L1464
1464,633,478,1,5500,1.91,3167,1.94,0,,2812.09,3285.84286167142,2797.68,,=G1465-L1465,=G1465-M1465,,=O1465/L1465
1465,633,503,1,7000,3.5,1390,3.5,0,,1286.81,1434.21999999995,1249.98,,=G1466-L1466,=G1466-M1466,,=O1466/L1466
1466,633,629,1,6000,4.89,3641,4.99,0,,4255.82,4018.07089676185,4205.17,,=G1467-L1467,=G1467-M1467,,=O1467/L1467
1467,633,632,1,8000,4.53,3601,4.56,0,,4120.53,4165.5576516297,4107.42,,=G1468-L1468,=G1468-M1468,,=O1468/L1468
1468,634,88,3,49500,0,4480,0,0,,4497.95,4497.95000000001,4480,,=G1469-L1469,=G1469-M1469,,=O1469/L1469
1469,634,502,1,1500,3.91,2194,6.59,0,,608.99,2105.98784909581,606.23,,=G1470-L1470,=G1470-M1470,,=O1470/L1470
1470,634,505,1,6000,1.48,2415,1.49,0,,1123.25,2392.48000000003,1115.36,,=G1471-L1471,=G1471-M1471,,=O1471/L1471
1471,634,571,1,2000,6.3,2084,7.41,0,,8192.48,2149.46239076444,8077.28,,=G1472-L1472,=G1472-M1472,,=O1472/L1472
1472,634,635,1,3500,3.86,3362,4.35,0,,7366.45,3442.53013742104,7227.94,,=G1473-L1473,=G1473-M1473,,=O1473/L1473
1473,634,637,1,4500,5.42,2609,5.51,0,,4531.29,3258.56654337509,4489.48,,=G1474-L1474,=G1474-M1474,,=O1474/L1474
1474,635,89,3,49500,0,2130,0,0,,2145.62,2145.61999999997,2130,,=G1475-L1475,=G1475-M1475,,=O1475/L1475
1475,635,504,1,7000,0.45,7579,0.54,0,,2251.47,7653.26652605238,2196.64,,=G1476-L1476,=G1476-M1476,,=O1476/L1476
1476,635,634,1,3500,3.86,3199,4.26,0,,9794.58,3059.65999999999,9627.27,,=G1477-L1477,=G1477-M1477,,=O1477/L1477
1477,635,640,1,1000,3.64,429,3.66,0,,3526.82,466.1000000001,3394.15,,=G1478-L1478,=G1478-M1478,,=O1478/L1478
1478,635,705,1,5500,4.23,3258,4.31,0,,8289.74,3289.25944331201,8198.34,,=G1479-L1479,=G1479-M1479,,=O1479/L1479
1479,636,90,3,49500,0,2193,0,0,,2206.72,2206.72000000003,2193,,=G1480-L1480,=G1480-M1480,,=O1480/L1480
1480,636,501,1,5500,0.62,4157,0.65,0,,831.41,3438.79055509722,824.77,,=G1481-L1481,=G1481-M1481,,=O1481/L1481
1481,636,631,1,6500,4.37,5156,4.63,0,,1626.17,5684.82042142171,1618.22,,=G1482-L1482,=G1482-M1482,,=O1482/L1482
1482,636,632,1,2500,4.17,3018,5.5,0,,768.27,2460.34968734482,764.6,,=G1483-L1483,=G1483-M1483,,=O1483/L1483
1483,637,91,3,49500,0,8249,0,0,,8261.77,8261.76999999999,8249,,=G1484-L1484,=G1484-M1484,,=O1484/L1484
1484,637,571,1,3500,4.49,4133,5.8,0,,9237.61,4201.79153464605,9167.57,,=G1485-L1485,=G1485-M1485,,=O1485/L1485
1485,637,572,1,2500,6.45,2947,8.32,0,,4685.43,2741.94385186536,4671.29,,=G1486-L1486,=G1486-M1486,,=O1486/L1486
1486,637,576,1,4000,5.8,1609,5.82,0,,3581.8,1655.74126318367,3545.48,,=G1487-L1487,=G1487-M1487,,=O1487/L1487
1487,637,634,1,4500,5.42,2562,5.51,0,,5000.92,2529.74550891044,4955.56,,=G1488-L1488,=G1488-M1488,,=O1488/L1488
1488,637,644,1,5000,4.49,2726,4.55,0,,5069.76,2702.5661236863,5022.32,,=G1489-L1489,=G1489-M1489,,=O1489/L1489
1489,638,92,3,49500,0,1221,0,0,,1230.92,1230.92000000002,1221,,=G1490-L1490,=G1490-M1490,,=O1490/L1490
1490,638,640,1,1500,6.63,1111,6.93,0,,5812.31,1099.52999999997,5634.58,,=G1491-L1491,=G1491-M1491,,=O1491/L1491
1491,638,642,1,3000,5.44,814,5.44,0,,1386.43,1017.68000000001,1327.88,,=G1492-L1492,=G1492-M1492,,=O1492/L1492
1492,638,707,1,2500,4.12,2480,4.72,0,,2865.09,2703.29840275095,2802.42,,=G1493-L1493,=G1493-M1493,,=O1493/L1493
1493,638,815,1,2000,5.72,551,5.72,0,,2804.6,561.771597249055,2694.96,,=G1494-L1494,=G1494-M1494,,=O1494/L1494
1494,638,825,1,1000,3.63,729,3.78,0,,564.49,802.770000000236,519.21,,=G1495-L1495,=G1495-M1495,,=O1495/L1495
1495,638,826,1,1500,4.8,318,4.8,0,,475.67,334.800000000039,440.54,,=G1496-L1496,=G1496-M1496,,=O1496/L1496
1496,639,93,3,49500,0,4473,0,0,,4488.75,4488.75,4473,,=G1497-L1497,=G1497-M1497,,=O1497/L1497
1497,639,505,1,6000,2.42,4274,2.51,0,,2500.08,4558.94115398974,2488.68,,=G1498-L1498,=G1498-M1498,,=O1498/L1498
1498,639,506,1,5000,1.8,2324,1.81,0,,1459.83,2092.3203526929,1442.89,,=G1499-L1499,=G1499-M1499,,=O1499/L1499
1499,639,640,1,3000,3.51,640,3.51,0,,1518.08,624.419242353724,1500.13,,=G1500-L1500,=G1500-M1500,,=O1500/L1500
1500,639,641,1,8500,4.75,809,4.75,0,,1082.75,775.870000000009,1075.98,,=G1501-L1501,=G1501-M1501,,=O1501/L1501
1501,640,94,3,49500,0,342,0,0,,357.15,357.150000000001,342,,=G1502-L1502,=G1502-M1502,,=O1502/L1502
1502,640,635,1,1000,3.64,1471,6.2,0,,7896.15,1390.4463886313,7703.76,,=G1503-L1503,=G1503-M1503,,=O1503/L1503
1503,640,638,1,1500,6.63,373,6.63,0,,2691.49,390.460000000028,2582.47,,=G1504-L1504,=G1504-M1504,,=O1504/L1504
1504,640,639,1,3000,3.51,1525,3.55,0,,1444.65,1688.74999999995,1423.69,,=G1505-L1505,=G1505-M1505,,=O1505/L1505
1505,640,642,1,2000,4.39,520,4.39,0,,573.24,521.178086912012,546.26,,=G1506-L1506,=G1506-M1506,,=O1506/L1506
1506,641,95,3,49500,0,2491,0,0,,2498.61,2498.61000000002,2491,,=G1507-L1507,=G1507-M1507,,=O1507/L1507
1507,641,639,1,8500,4.75,2238,4.75,0,,2190.1,2559.61266212444,2177.21,,=G1508-L1508,=G1508-M1508,,=O1508/L1508
1508,641,642,1,6500,3.55,1153,3.55,0,,1624.61,1322.17075764623,1581.21,,=G1509-L1509,=G1509-M1509,,=O1509/L1509
1509,641,646,1,7000,3.9,1950,3.9,0,,3677.57,1719.79210261732,3636.4,,=G1510-L1510,=G1510-M1510,,=O1510/L1510
1510,641,648,1,500,4.68,541,5.64,0,,1218.15,490.880000000004,1203.03,,=G1511-L1511,=G1511-M1511,,=O1511/L1511
1511,642,96,3,49500,0,460,0,0,,468.33,468.329999999972,460,,=G1512-L1512,=G1512-M1512,,=O1512/L1512
1512,642,638,1,3000,5.44,986,5.45,0,,1232.44,1059.26641837566,1176.27,,=G1513-L1513,=G1513-M1513,,=O1513/L1513
1513,642,640,1,2000,4.39,1587,4.65,0,,1634.45,1686.9152331895,1605.33,,=G1514-L1514,=G1514-M1514,,=O1514/L1514
1514,642,641,1,6500,3.55,1322,3.55,0,,1731.67,1416.06000000002,1684.19,,=G1515-L1515,=G1515-M1515,,=O1515/L1515
1515,642,649,1,2000,4.29,638,4.3,0,,693.86,692.910000000032,660.14,,=G1516-L1516,=G1516-M1516,,=O1516/L1516
1516,643,97,3,49500,0,7182,0,0,,7196.6,7196.59999999994,7182,,=G1517-L1517,=G1517-M1517,,=O1517/L1517
1517,643,576,1,3000,3.53,3332,4.34,0,,2806.51,3355.13775713516,2800.78,,=G1518-L1518,=G1518-M1518,,=O1518/L1518
1518,643,578,1,12000,3.79,3459,3.79,0,,2664.99,3472.18999999998,2661.95,,=G1519-L1519,=G1519-M1519,,=O1519/L1519
1519,643,644,1,8000,4.93,4092,4.98,0,,2974.48,4514.92703292885,2967.31,,=G1520-L1520,=G1520-M1520,,=O1520/L1520
1520,644,98,3,49500,0,6953,0,0,,6973.45,6973.45000000001,6953,,=G1521-L1521,=G1521-M1521,,=O1521/L1521
1521,644,506,1,5000,2.59,5144,3.03,0,,1063.73,5118.00808691204,1057.95,,=G1522-L1522,=G1522-M1522,,=O1522/L1522
1522,644,637,1,5000,4.49,5587,5.54,0,,9941.74,5069.99102288512,9888.93,,=G1523-L1523,=G1523-M1523,,=O1523/L1523
1523,644,643,1,8000,4.93,3812,4.97,0,,2930.76,3976.92873681626,2925.39,,=G1524-L1524,=G1524-M1524,,=O1524/L1524
1524,644,646,1,5500,5.23,2611,5.27,0,,3665.03,2647.91929995799,3626.9,,=G1525-L1525,=G1525-M1525,,=O1525/L1525
1525,645,99,3,49500,0,4575,0,0,,4583.23,4583.23000000004,4575,,=G1526-L1526,=G1526-M1526,,=O1526/L1526
1526,645,578,1,6000,5.85,1677,5.86,0,,5246.33,2787.29999999995,5236.69,,=G1527-L1527,=G1527-M1527,,=O1527/L1527
1527,645,646,1,6000,4.42,4187,4.58,0,,3272.82,4516.62658596994,3252.82,,=G1528-L1528,=G1528-M1528,,=O1528/L1528
1528,645,647,1,10000,3.97,2722,3.97,0,,2065.69,2695.29000000001,2060.12,,=G1529-L1529,=G1529-M1529,,=O1529/L1529
1529,645,652,1,10000,3.82,1696,3.82,0,,1977.59,1928.52000000002,1969.75,,=G1530-L1530,=G1530-M1530,,=O1530/L1530
1530,646,100,3,49500,0,4095,0,0,,4107.96,4107.95999999993,4095,,=G1531-L1531,=G1531-M1531,,=O1531/L1531
1531,646,507,1,1500,1.51,2491,3.23,0,,1260.59,2264.00000000006,1247.79,,=G1532-L1532,=G1532-M1532,,=O1532/L1532
1532,646,641,1,7000,3.9,2676,3.91,0,,3087.84,2881.88191308806,3051.36,,=G1533-L1533,=G1533-M1533,,=O1533/L1533
1533,646,644,1,5500,5.23,4433,5.56,0,,6937.91,3999.90363726333,6886.97,,=G1534-L1534,=G1534-M1534,,=O1534/L1534
1534,646,645,1,6000,4.42,2971,4.46,0,,2981.06,3425.05000000004,2961.42,,=G1535-L1535,=G1535-M1535,,=O1535/L1535
1535,646,653,1,4500,4.14,1530,4.15,0,,2504.1,1379.91738686998,2473.62,,=G1536-L1536,=G1536-M1536,,=O1536/L1536
1536,647,101,3,49500,0,2781,0,0,,2787.21,2787.21000000001,2781,,=G1537-L1537,=G1537-M1537,,=O1537/L1537
1537,647,524,1,5500,1.58,4611,1.7,0,,618.55,3836.21461277297,617.7,,=G1538-L1538,=G1538-M1538,,=O1538/L1538
1538,647,579,1,5500,3.52,2435,3.54,0,,2271.84,2657.22000000003,2271.08,,=G1539-L1539,=G1539-M1539,,=O1539/L1539
1539,647,645,1,10000,3.97,3073,3.98,0,,2613.84,3031.7315325773,2603.35,,=G1540-L1540,=G1540-M1540,,=O1540/L1540
1540,647,657,1,3500,3.63,3482,4.16,0,,2092.8,3497.58,2085.12,,=G1541-L1541,=G1541-M1541,,=O1541/L1541
1541,648,102,3,49500,0,2662,0,0,,2676.83,2676.83000000003,2662,,=G1542-L1542,=G1542-M1542,,=O1542/L1542
1542,648,641,1,500,4.68,827,9.93,0,,2553.98,764.443609299945,2538.32,,=G1543-L1543,=G1543-M1543,,=O1543/L1543
1543,648,649,1,3000,4.48,1088,4.49,0,,1382.36,1116.28638863129,1367.32,,=G1544-L1544,=G1544-M1544,,=O1544/L1544
1544,648,650,1,3500,3.99,1010,3.99,0,,1317.86,959.380000000004,1305.49,,=G1545-L1545,=G1545-M1545,,=O1545/L1545
1545,648,653,1,5000,3.95,2997,4.03,0,,2664.35,3108.74000206867,2653.7,,=G1546-L1546,=G1546-M1546,,=O1546/L1546
1546,649,103,3,49500,0,1677,0,0,,1692.02,1692.01999999996,1677,,=G1547-L1547,=G1547-M1547,,=O1547/L1547
1547,649,642,1,2000,4.29,1925,4.84,0,,1589.06,1875.04280700693,1549.57,,=G1548-L1548,=G1548-M1548,,=O1548/L1548
1548,649,648,1,3000,4.48,901,4.49,0,,1398.1,1037.52999999993,1386.41,,=G1549-L1549,=G1549-M1549,,=O1549/L1549
1549,649,651,1,2000,3.9,675,3.91,0,,607.17,677.300000000061,582.89,,=G1550-L1550,=G1550-M1550,,=O1550/L1550
1550,649,825,1,1500,4.01,903,4.09,0,,635.18,887.733581624401,620.41,,=G1551-L1551,=G1551-M1551,,=O1551/L1551
1551,650,104,3,49500,0,2150,0,0,,2159.55,2159.54999999995,2150,,=G1552-L1552,=G1552-M1552,,=O1552/L1552
1552,650,453,1,500,2.82,724,4.68,0,,666.78,597.640000000035,657.79,,=G1553-L1553,=G1553-M1553,,=O1553/L1553
1553,650,648,1,3500,3.99,1520,4.01,0,,2191.62,1474.96999999999,2176.35,,=G1554-L1554,=G1554-M1554,,=O1554/L1554
1554,650,651,1,2500,4.35,998,4.37,0,,814.48,1091.22999999998,805.03,,=G1555-L1555,=G1555-M1555,,=O1555/L1555
1555,650,655,1,3000,4.94,1518,4.99,0,,1860.12,1461.57000000002,1850.05,,=G1556-L1556,=G1556-M1556,,=O1556/L1556
1556,651,105,3,49500,0,861,0,0,,868.62,868.620000000039,861,,=G1557-L1557,=G1557-M1557,,=O1557/L1557
1557,651,649,1,2000,3.9,1398,4.04,0,,1273.72,1403.72999999998,1234.85,,=G1558-L1558,=G1558-M1558,,=O1558/L1558
1558,651,650,1,2500,4.35,1055,4.37,0,,953,1096.00000000001,948.44,,=G1559-L1559,=G1559-M1559,,=O1559/L1559
1559,651,827,1,1000,3.99,356,4,0,,379.15,422.649999999979,363.75,,=G1560-L1560,=G1560-M1560,,=O1560/L1560
1560,651,842,1,2000,4.5,352,4.5,0,,535.56,441.260000000082,512.34,,=G1561-L1561,=G1561-M1561,,=O1561/L1561
1561,652,106,3,49500,0,3330,0,0,,3338.87,3338.86999999996,3330,,=G1562-L1562,=G1562-M1562,,=O1562/L1562
1562,652,452,1,7000,2.17,2231,2.17,0,,1172.6,2458.34999999999,1167.31,,=G1563-L1563,=G1563-M1563,,=O1563/L1563
1563,652,525,1,5000,2.57,2530,2.6,0,,1361.57,1870.26999999996,1359.07,,=G1564-L1564,=G1564-M1564,,=O1564/L1564
1564,652,645,1,10000,3.82,3121,3.83,0,,3308.1,4144.33000000005,3304.87,,=G1565-L1565,=G1565-M1565,,=O1565/L1565
1565,652,653,1,4500,4.29,1868,4.31,0,,2363.7,1944.35,2353.91,,=G1566-L1566,=G1566-M1566,,=O1566/L1566
1566,653,107,3,49500,0,2590,0,0,,2602.56,2602.56000000002,2590,,=G1567-L1567,=G1567-M1567,,=O1567/L1567
1567,653,646,1,4500,4.14,3525,4.37,0,,5271.54,3453.4300020687,5228.35,,=G1568-L1568,=G1568-M1568,,=O1568/L1568
1568,653,648,1,5000,3.95,1949,3.96,0,,2105.79,1940.58000000001,2088.04,,=G1569-L1569,=G1569-M1569,,=O1569/L1569
1569,653,652,1,4500,4.29,2576,4.36,0,,2730.03,2780.64999999993,2723.25,,=G1570-L1570,=G1570-M1570,,=O1570/L1570
1570,653,655,1,2500,4.81,910,4.82,0,,2366.02,835.387386869981,2333.44,,=G1571-L1571,=G1571-M1571,,=O1571/L1571
1571,654,108,3,49500,0,3278,0,0,,3288.06,3288.06000000001,3278,,=G1572-L1572,=G1572-M1572,,=O1572/L1572
1572,654,451,1,5000,1.81,1126,1.81,0,,1502.38,1026.24547162383,1499.91,,=G1573-L1573,=G1573-M1573,,=O1573/L1573
1573,654,452,1,7000,2.28,4497,2.34,0,,2202.54,4869.23999999999,2199.34,,=G1574-L1574,=G1574-M1574,,=O1574/L1574
1574,654,659,1,5500,4.81,2168,4.83,0,,3513.6,2218.14000000002,3514.18,,=G1575-L1575,=G1575-M1575,,=O1575/L1575
1575,654,662,1,5000,4.35,2056,4.37,0,,2341.83,2106.53999999999,2336.46,,=G1576-L1576,=G1576-M1576,,=O1576/L1576
1576,655,109,3,49500,0,2853,0,0,,2867.13,2867.12999999999,2853,,=G1577-L1577,=G1577-M1577,,=O1577/L1577
1577,655,451,1,5000,2.48,2582,2.51,0,,1650.85,2535.81000000003,1651.95,,=G1578-L1578,=G1578-M1578,,=O1578/L1578
1578,655,650,1,3000,4.94,1037,4.95,0,,1439.21,986.184111632486,1422.94,,=G1579-L1579,=G1579-M1579,,=O1579/L1579
1579,655,653,1,2500,4.81,1536,4.91,0,,3912.83,1548.62999999998,3862.84,,=G1580-L1580,=G1580-M1580,,=O1580/L1580
1580,655,663,1,6000,4.39,751,4.39,0,,1492.26,648.30999999999,1463.6,,=G1581-L1581,=G1581-M1581,,=O1581/L1581
1581,656,110,3,49500,0,4207,0,0,,4214.93,4214.93000000004,4207,,=G1582-L1582,=G1582-M1582,,=O1582/L1582
1582,656,579,1,3000,6.63,2473,7.09,0,,4457.69,2465.99713806422,4440.52,,=G1583-L1583,=G1583-M1583,,=O1583/L1583
1583,656,657,1,7000,5.64,2439,5.65,0,,2930.27,2704.83,2928.29,,=G1584-L1584,=G1584-M1584,,=O1584/L1584
1584,656,658,1,4000,4.75,1848,4.78,0,,2315.56,2028.75286193576,2309.91,,=G1585-L1585,=G1585-M1585,,=O1585/L1585
1585,656,660,1,3000,3.83,2833,4.29,0,,3050.81,2953.68784599455,3043.4,,=G1586-L1586,=G1586-M1586,,=O1586/L1586
1586,657,111,3,49500,0,5146,0,0,,5151.92,5151.91999999999,5146,,=G1587-L1587,=G1587-M1587,,=O1587/L1587
1587,657,525,1,5000,2.51,2178,2.52,0,,1607.66,2196.15385464971,1605.21,,=G1588-L1588,=G1588-M1588,,=O1588/L1588
1588,657,647,1,3500,3.63,4346,4.92,0,,2709.33,4197.15614535027,2701.83,,=G1589-L1589,=G1589-M1589,,=O1589/L1589
1589,657,656,1,7000,5.64,2112,5.65,0,,2787.05,2524.46784599457,2784.11,,=G1590-L1590,=G1590-M1590,,=O1590/L1590
1590,657,659,1,15000,5.22,2087,5.22,0,,2543.96,1678.47999999996,2537.53,,=G1591-L1591,=G1591-M1591,,=O1591/L1591
1591,658,112,3,49500,0,3565,0,0,,3575.4,3575.40000000012,3565,,=G1592-L1592,=G1592-M1592,,=O1592/L1592
1592,658,510,1,4000,0.37,4191,0.44,0,,2134.39,3341.85057278705,2120.1,,=G1593-L1593,=G1593-M1593,,=O1593/L1593
1593,658,656,1,4000,4.75,1713,4.77,0,,2452.41,1737.66000000001,2442.02,,=G1594-L1594,=G1594-M1594,,=O1594/L1594
1594,658,659,1,5500,5.56,803,5.56,0,,2891.39,801.564804883739,2890.35,,=G1595-L1595,=G1595-M1595,,=O1595/L1595
1595,658,661,1,6000,3.63,1764,3.63,0,,3040.59,2416.7233042493,3035.37,,=G1596-L1596,=G1596-M1596,,=O1596/L1596
1596,659,113,3,49500,0,5112,0,0,,5118.23,5118.22999999998,5112,,=G1597-L1597,=G1597-M1597,,=O1597/L1597
1597,659,509,1,5000,0.59,4152,0.63,0,,2016.39,3720.77538193994,2005.74,,=G1598-L1598,=G1598-M1598,,=O1598/L1598
1598,659,654,1,5500,4.81,1701,4.82,0,,2612.19,1844.49999999999,2610.69,,=G1599-L1599,=G1599-M1599,,=O1599/L1599
1599,659,657,1,15000,5.22,2187,5.22,0,,2714.65,1785.64000000001,2711.26,,=G1600-L1600,=G1600-M1600,,=O1600/L1600
1600,659,658,1,5500,5.56,184,5.56,0,,2565.74,36.4946180600018,2564.63,,=G1601-L1601,=G1601-M1601,,=O1601/L1601
1601,660,114,3,49500,0,1517,0,0,,1529.23,1529.23000000004,1517,,=G1602-L1602,=G1602-M1602,,=O1602/L1602
1602,660,582,1,3500,5.88,3237,6.53,0,,3019.92,3241.70457726041,3008.85,,=G1603-L1603,=G1603-M1603,,=O1603/L1603
1603,660,656,1,3000,3.83,2824,4.28,0,,3111.75,2864.75000000003,3105.62,,=G1604-L1604,=G1604-M1604,,=O1604/L1604
1604,660,661,1,5000,4.61,1121,4.61,0,,1022.28,1117.27,1021.05,,=G1605-L1605,=G1605-M1605,,=O1605/L1605
1605,660,902,1,4500,6.04,4179,6.71,0,,4267.07,4286.04999999999,4257.79,,=G1606-L1606,=G1606-M1606,,=O1606/L1606
1606,661,115,3,49500,0,4271,0,0,,4279.3,4279.30000000007,4271,,=G1607-L1607,=G1607-M1607,,=O1607/L1607
1607,661,512,1,2000,0.58,2709,0.87,0,,644.28,1573.68542273962,639.9,,=G1608-L1608,=G1608-M1608,,=O1608/L1608
1608,661,658,1,6000,3.63,1866,3.64,0,,3274.21,2449.49251573506,3267.49,,=G1609-L1609,=G1609-M1609,,=O1609/L1609
1609,661,660,1,5000,4.61,1116,4.61,0,,907.23,1144.21673126586,905.28,,=G1610-L1610,=G1610-M1610,,=O1610/L1610
1610,661,902,1,3500,7.95,1737,8.02,0,,2925.91,2098.57013961075,2919.6,,=G1611-L1611,=G1611-M1611,,=O1611/L1611
1611,662,116,3,49500,0,2152,0,0,,2162.47,2162.47000000003,2152,,=G1612-L1612,=G1612-M1612,,=O1612/L1612
1612,662,449,1,2000,2.91,561,2.91,0,,1034.5,685.62452837616,1024.74,,=G1613-L1613,=G1613-M1613,,=O1613/L1613
1613,662,654,1,5000,4.35,3313,4.48,0,,3404.8,3207.43547162383,3400,,=G1614-L1614,=G1614-M1614,,=O1614/L1614
1614,662,664,1,4500,3.79,1483,3.8,0,,1957.94,1586.72999999998,1947.03,,=G1615-L1615,=G1615-M1615,,=O1615/L1615
1615,662,667,1,2500,5.39,711,5.4,0,,1497.86,830.669999999998,1492.08,,=G1616-L1616,=G1616-M1616,,=O1616/L1616
1616,663,117,3,49500,0,523,0,0,,533.27,533.269999999967,523,,=G1617-L1617,=G1617-M1617,,=O1617/L1617
1617,663,449,1,2000,1.41,1528,1.48,0,,764.46,1364.52000000004,762.9,,=G1618-L1618,=G1618-M1618,,=O1618/L1618
1618,663,655,1,6000,4.39,1177,4.39,0,,2598.98,1346.04864000863,2549.31,,=G1619-L1619,=G1619-M1619,,=O1619/L1619
1619,663,665,1,2000,4.29,171,4.29,0,,1097.98,148.529999999984,1071.4,,=G1620-L1620,=G1620-M1620,,=O1620/L1620
1620,663,841,1,3500,4.16,591,4.16,0,,501.51,642.440000000016,485.94,,=G1621-L1621,=G1621-M1621,,=O1621/L1621
1621,664,118,3,49500,0,3756,0,0,,3764.94,3764.94000000002,3756,,=G1622-L1622,=G1622-M1622,,=O1622/L1622
1622,664,448,1,3500,2.78,1953,2.82,0,,749.2,1871.30999999999,743.12,,=G1623-L1623,=G1623-M1623,,=O1623/L1623
1623,664,662,1,4500,3.79,2297,3.83,0,,2906.76,2462.28000000001,2894.64,,=G1624-L1624,=G1624-M1624,,=O1624/L1624
1624,664,669,1,5500,3.84,3293,3.91,0,,2167.29,3377.64088068304,2162.43,,=G1625-L1625,=G1625-M1625,,=O1625/L1625
1625,664,849,1,5500,5.88,638,5.88,0,,1248.31,624.569999999985,1235.63,,=G1626-L1626,=G1626-M1626,,=O1626/L1626
1626,665,119,3,49500,0,1066,0,0,,1072.54,1072.54,1066,,=G1627-L1627,=G1627-M1627,,=O1627/L1627
1627,665,448,1,3500,1.17,1560,1.18,0,,464.65,1645.04872667759,464.96,,=G1628-L1628,=G1628-M1628,,=O1628/L1628
1628,665,663,1,2000,4.29,230,4.29,0,,1731.17,476.556487245514,1683.72,,=G1629-L1629,=G1629-M1629,,=O1629/L1629
1629,665,843,1,2000,3.73,774,3.74,0,,612.02,723.680000000007,595.51,,=G1630-L1630,=G1630-M1630,,=O1630/L1630
1630,665,849,1,1000,6.48,121,6.48,0,,1253.22,112.390000000006,1228.44,,=G1631-L1631,=G1631-M1631,,=O1631/L1631
1631,666,120,3,49500,0,1512,0,0,,1520.72,1520.71999999997,1512,,=G1632-L1632,=G1632-M1632,,=O1632/L1632
1632,666,510,1,4000,4.08,201,4.08,0,,1665.98,754.000000000021,1655.6,,=G1633-L1633,=G1633-M1633,,=O1633/L1633
1633,666,521,1,1500,0.55,2138,0.89,0,,817.01,1554.32999999996,813.64,,=G1634-L1634,=G1634-M1634,,=O1634/L1634
1634,666,667,1,2000,4.68,1062,4.74,0,,1256.44,1246.17000000001,1249.46,,=G1635-L1635,=G1635-M1635,,=O1635/L1635
1635,666,668,1,3000,4.18,81,4.18,0,,695.16,354.930000000022,689.64,,=G1636-L1636,=G1636-M1636,,=O1636/L1636
1636,667,121,3,49500,0,3089,0,0,,3103.35,3103.35000000008,3089,,=G1637-L1637,=G1637-M1637,,=O1637/L1637
1637,667,509,1,5000,5.05,2156,5.08,0,,3439.62,1966.45000000006,3418.36,,=G1638-L1638,=G1638-M1638,,=O1638/L1638
1638,667,662,1,2500,5.39,856,5.4,0,,1414.6,912.199999999975,1407.51,,=G1639-L1639,=G1639-M1639,,=O1639/L1639
1639,667,666,1,2000,4.68,1155,4.76,0,,1275.08,1489.74999999999,1271.88,,=G1640-L1640,=G1640-M1640,,=O1640/L1640
1640,667,669,1,7000,4.32,1412,4.32,0,,2017.4,1412.24000000004,2005.05,,=G1641-L1641,=G1641-M1641,,=O1641/L1641
1641,668,122,3,49500,0,1846,0,0,,1856.23,1856.23000000006,1846,,=G1642-L1642,=G1642-M1642,,=O1642/L1642
1642,668,519,1,2000,0.64,3801,1.89,0,,1382.26,3348.72215400558,1383.49,,=G1643-L1643,=G1643-M1643,,=O1643/L1643
1643,668,666,1,3000,4.18,165,4.18,0,,990.21,519.399999999986,983.94,,=G1644-L1644,=G1644-M1644,,=O1644/L1644
1644,668,669,1,3500,4.75,2472,4.93,0,,1739.4,2463.47999999995,1736.74,,=G1645-L1645,=G1645-M1645,,=O1645/L1645
1645,668,850,1,4500,3.84,553,3.84,0,,264.54,597.31000000007,262.43,,=G1646-L1646,=G1646-M1646,,=O1646/L1646
